Distrito;NACE1;NACE2;Numero_Empregados;Num_anos_disponiveis_base;Variacao_das_vendas;Variacao_resultado_operacional;Variacao_do_activo;Variacao_dos_capitais_proprios;Variacao_do_ativo_circulante;Variacao_das_existencias;Variacao_do_imobilizado;Fundo_de_maneio;REPV;Prazo_medio_de_recebimento;Liquidez_geral;Liquidez_reduzida;Solvabilidade;Autonomia_financeira;Endividamento;Estrutura_financeira;Passivo_de_curto_prazo_a_dividir_passivo_total;Custos_dos_encargos_financeiros_dividir_resultado_operacional;Rendibilidade_operacional_vendas;Rendibilidade_liquida_das_vendas;Rendibilidade_do_ativo;Rendibilidade_capitais_proprios;Passivo_curto_prazo_dividir_vendas;Peso_das_amortizacoes_dividir_vendas;Peso_encargos_financeiros_dividir_vendas;Produtividade_por_trabalhador;Certificacao_legal_contas;Insolvencia
1;13;139;4;9;-0.393835513;-0.807915358;-0.321201071;-0.229499642;-0.383237766;-0.804589842;-0.068939798;335275;10.22401141;184.0754401;4.291721484;4.002719579;4.884992244;0.830076242;0.169923758;0.204708616;1;-21.91240217;-0.483748347;-0.492437382;-0.247244791;-0.229499642;0.217521615;0.040923198;0.022076464;-0.955624465;0;0
5;14;141;8;4;0.049744547;-0.800485524;0.04214592;-0.702973103;0.079498945;-0.03326025;-0.471959976;-14744;20.65713379;251.9689735;0.97964961;0.918790295;0.014465009;0.014258736;0.985739903;69.13234733;1;0.219623239;0.007308678;-0.027231057;-0.033746129;-0.702973103;0.10542085;0.030672954;0.033278256;1.37613647;0;0
1;13;133;24;4;-0.095097348;-0.799147804;-0.088683292;-0.062501633;-0.061341239;-0.347694513;-0.094101049;-611902;75.2402637;93.98075266;0.231754705;0.221470873;0.360350938;0.264895571;0.735104429;2.775072557;1;0.451977219;0.02279273;-0.031048543;-0.017660197;-0.062501633;0.44413615;0.209272213;0.050428936;1.521821729;0;0
1;13;139;28;4;0.000791277;-0.795654829;0.000147987;0.025143541;-0.005919273;0.166666667;0.014010173;70144;295.1152381;35.28190763;2.155946672;2.138643068;2.118504969;0.679333524;0.320666476;0.472030991;1;57.12195122;0.007557984;0.010175202;0.016661911;0.025143541;0.77618751;0.016519778;0.000132313;1.045165019;0;0
3;13;139;5;4;-0.202086384;-0.788520417;-0.300669353;0.014190005;-0.289866877;-0.97098648;-0.906205757;142863;205.9385571;201.6819197;1.734366888;1.719475272;0.738458612;0.424779049;0.575223908;1.354172032;1;1.765001436;0.02060831;0.003369069;0.005943282;0.014190005;0.135800296;0.013372354;0.011676087;1.217529222;0;0
1;14;141;23;6;-0.097084142;-0.781651792;-0.028859881;0.01476203;-0.131844746;0.848929664;0.326410286;22805;19.88852134;40.4422933;1.407756401;1.137498212;1.03121871;0.507680255;0.492310942;0.969726393;1;6.792941176;0.009603646;0.002794272;0.007394171;0.014779625;0.627496965;0.037636179;0.001413768;1.074593792;0;0
1;14;141;7;4;-0.062937666;-0.781055827;0.001987394;0.015746696;0.037472814;2.316314622;-0.396057348;73410;7.651975015;90.31124396;1.573986473;1.129598499;0.655670667;0.39601515;0.60398485;1.52515592;1;5.348783314;0.010613934;0.002991492;0.00614398;0.015758809;0.305394344;0.018160497;0.001984364;1.100680641;0;0
5;13;139;3;7;0.022265906;-0.780432294;0.357156961;0.093756821;0.387185191;3.810965595;-0.202635452;231446;4.512407268;85.6424119;1.264390059;0.879582498;0.303375844;0.232761598;0.767238402;3.296241349;1;3.868042453;0.021578966;0.014977188;0.019953198;0.09376094;0.015456779;0.017058705;0.005578782;3.860183018;0;0
3;14;141;5;4;-0.099043173;-0.772507192;-0.033306333;-0.055739045;-0.030627445;-0.011363636;-0.224206349;54682;847.4482759;51.875;4.657903539;4.652083751;3.71021473;0.787695454;0.212304546;0.269526179;1;77.19047619;0.043972439;0.036973741;0.038714442;0.046409479;0.798312717;0.008192274;0.000569661;1.066448061;0;0
1;13;139;4;4;-0.162067348;-0.771395228;-0.091177909;0.003858149;-0.033818689;0.4518852;-0.156930112;-36258;6.92496124;251.5833072;0.70972468;0.606449495;0.249965975;0.199978224;0.800021776;4.00054447;1;0.199954633;0.019735369;0.001343304;0.00076858;0.003858149;0.509436708;0.171248825;0.098699234;1.532597948;0;0
1;14;141;8;3;0.401666881;-0.769527037;-0.297791174;-0.135911863;-0.255837427;0.362241937;-0.508619467;11793;25.19093122;65.42829323;1.125947839;0.950477391;0.273906914;0.215015091;0.784993293;3.650875346;1;2.407079646;0.007229026;0.0000435;0.000150905;0.000606449;0.146076103;0.025970857;0.003003235;1.228419259;0;0
5;14;141;19;4;-0.045482786;-0.761653989;0.126588682;9.825132979;0.133132954;0.118388912;-0.205379588;13119;1.507750185;125.9155738;1.06092198;0.578278173;0.075605667;0.070291554;0.929712764;13.22652171;1;-48.29946524;-0.057636961;-0.058855812;-0.03981936;-6.13231383;1.00589643;0;0.001193325;0.942675523;0;0
1;13;132;19;4;-0.08957601;-0.760902148;-0.041114377;-0.079067237;-0.002188007;0.267637593;-0.136195399;-77372;2.216713805;306.919285;0.930740751;0.615191884;0.260612853;0.206735043;0.793264957;3.837109294;1;0.372827031;0.021435445;-0.031988083;-0.017749362;-0.079067237;0.228967669;0.08193587;0.057494344;1.46924586;0;0
5;13;133;2;7;0.059918969;-0.748980996;0.062341545;0.179148835;0.068860128;0.358055625;-0.1052898;16303;2.66072417;175.8670007;1.17632299;0.707368512;0.214555326;0.176654972;0.823353933;4.6608025;1;21.07555556;0.041102896;0.026124869;0.026839303;0.179148835;0.148228727;0.018739869;0.001950264;1.389684814;0;0
1;14;141;12;4;-0.084766207;-0.746940313;-0.158358358;-0.170187946;-0.086258952;-0.194748359;-0.303780899;-1024;395.8858696;67.86046703;0.97279779;0.963021996;0.340133886;0.253805899;0.746194101;2.940018744;1;0.359166221;0.00922532;-0.018025068;-0.0520536;-0.170187946;0.705867413;0.05171396;0.025685378;1.086342199;0;0
1;14;141;4;6;-0.05979776;-0.719668626;0.059549714;0.034084507;0.238921062;0.490250521;-0.098490844;-11007;1.685086382;91.39540143;0.78423147;0.321290651;0.431772293;0.301564917;0.698435083;2.316035594;1;24.97619048;0.026360095;0.018243498;0.009939895;0.034084507;0.776328685;0.128382963;0.001055409;1.198873568;0;0
5;14;141;211;7;-0.105414693;-0.716150319;0.038115252;0.014791376;0.133754355;0.30167934;-0.10023406;182414;16.41675024;63.44920168;1.324330764;1.051319982;1.050880818;0.512404626;0.487595374;0.951582694;1;2.083957583;0.008497726;0.003417577;0.007468697;0.014791376;0.710497732;0.02811894;0.004077687;1.050632127;0;0
1;14;141;113;8;0.07382186;-0.713488587;0.195225271;0.009935784;0.168416172;0.202402761;0.3780289;296227;22.3003384;134.5138163;1.848980142;1.670277799;1.168760264;0.538906369;0.461092309;0.855607459;1;1.5906298;0.004468199;0.002885308;0.00530178;0.009935784;0.655663854;0.021215497;0.002809076;1.044355794;0;0
1;14;141;45;4;-0.064975651;-0.705411371;-0.297131544;-0.626940968;-0.410385315;-0.155725191;0.246019406;-18717;960.3562387;91.61586738;0.88473973;0.881334327;0.274593722;0.215436274;0.784563726;3.64174385;1;14.15819209;0.042468418;0.036840232;0.094526041;0.163685496;0.736277414;0.034753906;0.002999565;1.117965833;0;0
5;14;141;19;3;0.21709762;-0.701018392;0.063970298;-0.029513889;0.094676387;3.429024584;-0.07313072;8830;32.26213071;56.65009102;1.184809226;1.067916867;0.409489525;0.290523283;0.709476717;2.442064912;1;1.539123631;0.021833237;-0.00330218;-0.008835234;-0.029513889;0.832171558;0.024680327;0.014185499;1.051359174;0;0
5;14;141;19;4;-0.027430809;-0.697129419;2.564972186;0.066836919;1.002216504;2.652934627;7.394032436;-65265;8.109683881;86.90781596;0.546310843;0.386662867;0.287492875;0.223296672;0.776703328;3.478347075;1;17.78571429;0.020054014;0.013911633;0.01398945;0.066836919;0.69349305;0.038153635;0.001127535;1.083934005;0;0
1;13;139;10;5;-0.186651868;-0.685091398;-0.250810075;-0.477907321;-0.418478813;12.6892779;0.075255524;-188182;10.2379156;75.30230263;0.625771349;0.501361233;0.22076233;0.180840025;0.819161604;4.529758312;1;19.78352661;0.103877692;0.070234385;0.073280194;0.211562972;0.178513437;0.067555161;0.005250717;1.955210565;0;0
1;14;141;22;4;-0.257031003;-0.675472554;0.058421332;0.078385138;0.071253442;0.97957673;-0.029937388;127291;6.457686751;179.0666898;1.777587049;1.418179597;1.011350031;0.502819968;0.497176994;0.988777347;1;2.476637824;0.05273492;0.031673589;0.036548735;0.078385138;0.501029115;0.01259416;0.021292948;1.131813406;0;0
1;14;141;15;3;-0.090512795;-0.674854002;0.261346662;0.313816344;0.470521214;-0.077380952;-0.10313209;-19107;56.0344086;94.86951182;0.809725348;0.768049553;0.093180505;0.085237987;0.914762013;10.7318585;1;2.03329753;0.032289428;0.009530754;0.020359827;0.313816344;0.560143963;0.029824651;0.015880326;1.104578398;0;0
1;14;143;40;4;0.5207939;-0.66718505;0.309514529;1.596866077;0.19686429;0.097196582;0.443357315;-420773;4.015783634;85.49272682;0.650143012;0.33090962;0.310039079;0.236664143;0.763336492;3.225399856;1;0.286842224;0.016517407;0.018674586;0.018274505;0.20052232;0.235035944;0.063708144;0.057583596;1.5955103;0;0
1;14;141;14;6;-0.011081257;-0.664853373;0.099885942;0.416663118;0.218622215;1.425925926;-0.27994424;46390;322.3969466;48.29876403;1.74006126;1.73170187;1.061435135;0.514901059;0.485098941;0.942120688;1;4.636678201;0.031727992;0.115836767;0.151440578;0.416663118;0.725789648;0.075572998;0.006842828;1.301911722;0;0
5;14;141;28;6;-0.017185304;-0.65503308;-0.047951618;0.025297676;-0.082676039;-0.0625;0.039556915;63404;2717.633333;50.62228164;1.676540259;1.674939713;1.430578971;0.588575392;0.411424608;0.699017685;1;2.105990783;0.019058249;0.008114904;0.014522211;0.025297676;0.599619767;0.043773381;0.009049541;1.117578713;0;0
1;13;139;22;5;0.049658419;-0.653938038;-0.066828656;0.00622354;-0.024485489;-0.219306467;-0.098209289;60018;412.2460984;35.10042196;1.900697831;1.888196894;3.270728596;0.765850607;0.234152907;0.305742274;1;190.125;0.026575345;0.01557363;0.018792673;0.024691016;0.612310389;0.106662473;0.000139778;1.215315692;0;0
5;13;139;5;5;-0.623454452;-0.646806679;-0.610230598;0.125656338;-0.663209041;-0.1493753;-0.232338207;-25134;5.443097006;77.22737025;0.903370907;0.501064942;0.192039461;0.161101077;0.838895698;5.207263118;1;2.493861675;0.036021152;0.009791391;0.017986841;0.125678873;0.169418977;0.041017799;0.014443926;1.405998052;0;0
5;14;141;5;6;-0.134501286;-0.644492313;0.134321271;-0.149663677;0.145819942;0.217577645;-0.29336945;24340;0.725289811;12.74108226;1.072111254;0.062103373;0.089887241;0.082473891;0.917526109;11.12504944;1;3.276372129;0.03404109;-0.0215967;-0.01451584;-0.149663677;0.132957211;0.010074416;0.010389873;1.046752852;0;0
1;14;141;6;7;-0.078333667;-0.636331714;0.603979941;0.047586139;0.631846755;0.001939908;-0.509058509;30179;10.36039443;38.55589455;1.159523633;1.042128744;0.168266537;0.1440316;0.855972925;5.942952282;1;1.538690108;0.054012708;0.006284388;0.006542572;0.047586139;0.307652525;0.007449129;0.035103045;1.176793005;0;0
1;13;139;15;4;-0.172124398;-0.632341674;-0.200555451;0.02379304;-0.236123425;1.133884717;-0.132119896;33641;2.712917521;222.7796551;1.192395898;0.760061309;0.896495914;0.472711756;0.527288244;1.115454053;1;1.193844185;0.081893672;0.01776354;0.010985863;0.02379304;0.711204732;0.099515806;0.068596617;1.270355693;0;0
1;14;141;13;4;-0.279687777;-0.630219446;-0.011393597;0.043989248;0.125031005;0.122483336;-0.144163362;93773;2.384163239;150.4886039;1.267372833;0.655195027;1.258032048;0.557136489;0.442863511;0.794892309;1;1.58503937;0.102245222;0.036320516;0.023476615;0.043991614;0.230804846;0.117789668;0.064506424;1.951669968;0;0
1;14;141;20;8;-0.121954628;-0.623316172;0.13365191;0.153812908;0.007775495;0.08937899;1.717512587;28082;133.8881193;30.43070654;1.431320749;1.402491284;0.738077319;0.424655355;0.575353482;1.354871603;1;10.57623762;0.042505611;0.025486654;0.056601273;0.153788897;0.613617553;0.027281264;0.004018973;1.107323273;0;0
1;13;132;7;7;-0.129078907;-0.619303318;0.077948319;0.005833435;0.116762441;0.647325362;0.008202807;123545;17.11751222;237.4675273;1.383130415;1.342542687;1.077987484;0.518765922;0.481235571;0.927654555;1;43.88888889;0.024683753;0.008998634;0.003008636;0.005833435;0.278944267;0.154146246;0.000562415;1.620261469;0;0
1;13;139;5;6;-0.114349383;-0.616613419;0.127384318;-0.014674416;0.197016239;-0.166673407;-0.149814535;36952;7.117744127;288.9175883;1.363075411;1.160628838;0.606308032;0.377454399;0.622545601;1.649326657;1;0.320827021;0.024547575;0.006464195;0.005798804;0.015137483;0.200730972;0.038512417;0.076513426;1.606528976;0;0
1;13;132;32;10;-0.055963562;-0.612466597;0.200032135;0.021097226;0.282369775;0.167815479;0.07391849;227030;10.15175495;159.2691751;1.281569786;1.053374608;0.98227709;0.495529659;0.504470341;1.018042679;1;1.094144661;0.010714389;0.008761354;0.010238927;0.021098515;0.227173635;0.059590055;0.009792479;1.366936976;0;0
5;14;141;10;4;0.290626804;-0.604928223;0.15917103;0.157514508;0.323244254;-0.011447469;-0.086349744;4509;6.212146166;7.250584083;1.091525424;0.697127778;0.595168984;0.373107169;0.626892831;1.680195082;1;266.95;0.044232904;0.033056619;0.050772402;0.157514508;0.687047439;0.046221272;0.000165697;1.131668435;0;0
5;14;141;13;10;-0.119841405;-0.601975515;0.354485867;0.033429838;0.525311734;-0.326609592;-0.091522152;171258;25.10957806;79.70286167;1.344411642;1.1662973;0.65109563;0.394341562;0.605658438;1.535872694;1;1.237813672;0.003859471;0.004709337;0.012756332;0.033429838;0.111316258;0.011868896;0.003117974;1.198898018;0;0
5;14;141;1;4;-0.079527465;-0.596632804;-0.007665904;2.036979385;-0.003335087;-0.774293845;-0.385321101;78605;46.9726827;118.8828137;5.873821925;5.608258929;4.915364583;0.830948712;0.169051288;0.203443709;1;2.480977576;0.048945244;0.028446596;0.059987631;-0.074861344;0.116634524;0.002087641;0.019728209;1.43690603;0;0
1;14;141;6;5;0.170422406;-0.593466316;0.139581514;-0.026456308;0.078729966;0.532064713;0.400845933;-100650;1.897563316;120.0547925;0.863809254;0.356256859;0.125077635;0.111172448;0.888827552;7.995034456;1;0.124922004;0.009563402;-0.0035292;-0.003021141;-0.026456308;0.082871578;0.064070719;0.076554984;2.699860984;0;0
5;14;141;11;5;0.115646892;-0.589214537;-0.07705738;0.039068107;-0.048852644;-0.279557368;-0.128133374;16802;43.57922393;93.63706349;1.300793068;1.256502981;0.958932312;0.489513365;0.510477496;1.042826473;1;2.162962963;0.016250058;0.018680147;0.0184053;0.039068107;0.650243473;0.050122896;0.007512869;1.127093259;0;0
5;13;131;20;4;0.046474898;-0.588732394;0.013581029;-0.003766704;0.016593821;-0.031887387;-0.021315104;415984;9.920098204;138.2285902;1.851858905;1.52905954;1.005778938;0.501440572;0.498559428;0.994254266;1;2.43066553;0.038280633;0.014608161;0.023321749;0.04633431;0.187277733;0.009625155;0.015749034;1.24043449;0;0
5;14;141;6;6;-0.135750274;-0.586508699;-0.129152432;-0.020551271;-0.128907192;0.187917732;-0.15007485;181262;4.031117142;159.0288125;14.17311047;10.15603198;13.33822674;0.930256369;0.069743631;0.074972485;1;1.328987993;0.017386231;0.009644556;0.010892374;0.011468367;0.242536577;0.003787811;0.013082309;1.130528108;0;0
1;14;141;10;4;-0.016765199;-0.586042388;-0.399512859;0.05064034;-0.422113715;-0.000275078;-0.291695536;39404;14.30817206;83.77738747;1.892462403;1.645520022;1.378691792;0.579600853;0.420399147;0.725325273;1;4.367483296;0.062851758;0.0316278;0.046979738;0.085159999;0.670164485;0.059691542;0.014390841;1.186012033;0;0
1;13;139;16;4;-0.130540084;-0.582496653;-0.168477407;3.356346181;-0.174961955;1.95890411;-0.164321354;-56739;413.0115741;69.6086223;0.493573609;0.489717774;0.275406558;0.2159378;0.784069199;3.630995592;1;0.325845631;0.01398378;-0.033617119;-0.041975464;-0.846816321;0.681024095;0.096535722;0.042915352;1.16099219;0;0
1;14;143;62;4;-0.262402165;-0.57911592;-0.264765666;0.407744419;0.078669815;-0.194772395;-0.503662783;146510;7.55835953;79.16291768;1.244360087;0.781718777;1.067490485;0.516321837;0.483678163;0.9367765;1;0.313786492;0.004137238;0.088134513;0.149064575;0.406422523;0.30356516;0.034279833;0.013184881;1.474741729;0;0
5;13;139;13;4;-0.046911724;-0.574638503;0.021143074;-0.186764706;-0.134141791;-0.330673759;1.019450383;-2783;35.44871229;104.6459145;0.974590508;0.912550445;0.328186915;0.247095621;0.752911253;3.047044095;1;1.096273292;0.02491344;-0.009303619;-0.015405238;-0.050701357;0.454959855;0.042980978;0.022725574;1.134403402;0;0
3;14;141;5;4;0.040110861;-0.563777308;-0.044761226;0.020696294;-0.033384871;-0.043042672;-0.100251326;9501;18.48041877;81.4552779;2.287572842;1.938067489;1.724352893;0.632940357;0.367059643;0.579927696;1;1.789017341;0.012987558;0.005413231;0.012833905;0.020696294;0.867669583;0.029583937;0.007259604;1.049813803;0;0
1;14;141;33;7;-0.212269034;-0.562886059;0.156381693;-0.020321246;0.14137312;2.447366059;0.21784664;73223;13.9648045;153.044493;1.277616433;1.131974249;0.610488482;0.379070381;0.620929619;1.638032543;1;2.426831993;0.040498169;0.002160524;0.002728497;0.007051594;0.637294853;0.042768677;0.016687669;1.101107721;0;0
5;14;141;91;7;0.107543735;-0.56271852;-0.160507438;-0.198426795;-0.382320129;4.002841486;0.401875736;-90950;40.82315713;27.1245913;0.559922194;0.440653609;0.061141541;0.057618648;0.942381352;16.35549224;1;0.932656456;0.016158012;-0.003108571;-0.014263306;-0.198426795;0.754318509;0.025048447;0.01732472;1.056243931;0;0
5;14;141;19;4;-0.100042836;-0.561725686;0.145012083;0.987645051;-0.116373975;-0.397769517;5.711761298;5951;77.1632716;24.36536285;1.100852441;1.045943702;0.493483824;0.33042087;0.669567783;2.026408874;1;11.64394619;0.051930131;0.057877916;0.164194855;0.987713311;0.69001116;0.031130879;0.004459839;1.179944235;0;0
1;14;141;12;3;-0.030884996;-0.556566766;0.010484037;-0.259811925;0.082307231;19.66359447;-0.078552203;-3349;28.86596789;59.97079615;0.918778648;0.810030801;0.54977809;0.35474633;0.64525367;1.8189157;1;4.591389115;0.043666705;-0.061474872;-0.124518794;-0.259811925;0.732970217;0.064920617;0.009510565;1.148136436;0;0
1;14;141;2;9;-0.753201413;-0.555616589;-0.213645955;0.032342918;-0.587178555;-0.41999571;0.966078016;-36968;3.224994864;102.2983527;0.905822171;0.533803441;1.271757351;0.559812143;0.440187857;0.786313521;1;1.610350834;0.027485104;0.004913515;0.002594921;0.004785263;0.057575603;0.14934621;0.017067774;4.090134612;0;0
5;14;141;3;7;-0.07447336;-0.55164742;-0.033744487;0.056854381;-0.024044674;-0.192696487;-0.368952685;55547;21.62044138;6.747410105;8.036610084;7.227261211;7.186850773;0.877839327;0.1221452;0.139143003;1;94.04444444;0.03063714;0.022101887;0.047239587;0.056873009;0.218412689;0.006052138;0.000325773;1.188597945;0;0
1;14;141;9;6;-0.10905911;-0.531514638;0.092548587;0.023800783;-0.133012901;0.028227786;0.421965212;-44116;37.82000477;140.8637362;0.610286128;0.573281155;0.295633431;0.228176754;0.771823246;3.382567382;1;0.867592696;0.04888656;0.004910748;0.005304533;0.023800783;0.469948494;0.141004115;0.056347363;1.456637073;0;0
1;14;141;13;4;-0.080919279;-0.51646524;-0.175900829;0.125329513;-0.208088352;0.135813953;-0.143462784;-1779;163.0769861;30.27285465;0.918067517;0.861833924;0.904389076;0.474897219;0.525102781;1.105718796;1;7.718584071;0.021901696;0.01097847;0.05286578;0.125272206;0.57682669;0.021530055;0.002837528;1.075973393;0;0
1;14;141;8;4;-0.103106746;-0.502166766;0.114084219;0.350146073;0.210769118;0.396825397;-0.384102629;26529;492.9090909;179.1036518;2.149685807;2.142058505;1.361906826;0.576613273;0.423386727;0.734264622;1;64.68932039;0.076805146;0.093945961;0.149538541;0.350146073;0.749250738;0.035203799;0.001187293;1.241096017;0;0
5;14;141;62;9;0.036163132;-0.498415573;-0.101569051;0.05558009;-0.120831585;-0.990596189;-0.081630781;-4377;4666.045752;56.34548014;0.97141999;0.970420963;0.952027111;0.487710402;0.512286253;1.050390255;1;5.365617433;0.006208109;0.010753532;0.025679708;0.05558009;0.740029836;0.033371387;0.001157017;1.068359357;0;0
1;14;141;1;4;-0.047412296;-0.498206373;-0.024091869;0.31722488;0.512983425;-0.156862745;-0.339608352;7064;318.8953488;123.325433;1.754136863;1.744955696;2.057328921;0.672893607;0.327071476;0.486067148;1;99.08333333;0.173418414;0.16922516;0.162051748;0.31722488;0.30993619;0.228915223;0.001750228;2.295764706;0;0
3;14;141;13;4;0.093812498;-0.488380582;0.291153415;1.209605361;0.141694743;-0.232269071;0.474192293;-14133;8.464285714;70.22109705;0.717639302;0.465906139;0.474297245;0.321715091;0.678298461;2.108382477;1;-57.1635514;-0.114702297;-0.109488983;-0.158242086;-1.086839166;0.790632911;0.099662447;0.002006564;0.990109225;0;0
1;13;139;5;4;0.376480109;-0.474579212;-0.178883107;-0.868945627;-0.148953975;2.663636364;-0.401449776;-189;80.191067;188.3937247;0.989781022;0.967991349;0.083536091;0.077091961;0.922858141;11.97087379;1;-10.72979798;-0.262957577;-0.316984869;-0.511152138;-0.868945627;1.184484946;0.035987251;0.024507225;0.783458293;0;0
1;13;139;21;6;-0.01500508;-0.46894887;0.029794184;0.028935128;0.145522446;0.730474431;-0.095732904;38401;13.12583759;52.12123939;1.349882464;0.948758132;1.332279461;0.571232684;0.428763409;0.750593272;1;15.22012579;0.008375659;0.007115849;0.01606388;0.028935128;0.38671489;0.020783401;0.000550302;1.080288541;0;0
1;14;141;15;4;-0.536426773;-0.463935179;-0.31425606;0.10262587;-0.311166924;0.383911836;-0.541691307;167174;12.30397676;128.2435544;1.950224804;1.601900745;0.967839664;0.491828517;0.508171483;1.033228991;1;32.1679198;0.017022546;0.021018568;0.045776479;0.10262587;0.176932361;0.004859416;0.000529178;1.19098698;0;0
1;14;141;6;4;-0.069629747;-0.461695469;0.057327872;0.026200654;0.056504004;-0.301886792;0.064;70320;1911.081081;204.6109461;4.415415999;4.413618923;3.964447035;0.798559884;0.201430332;0.252241988;1;127.6129032;0.055946825;0.029486636;0.02039838;0.026213226;0.642398529;0.020718427;0.00043841;1.119364213;0;0
1;14;141;5;4;-0.289253758;-0.450210379;-0.213547881;0.055100848;-0.226060359;96.15384615;-0.149979227;10346;19.05621536;66.12763836;2.198702352;1.90603638;1.672807322;0.625861546;0.374138454;0.597797479;1;147;0.024430779;0.015518531;0.032381118;0.054589301;0.856801562;0.014999169;0.000166196;1.043134593;0;0
1;13;139;7;3;-0.046150478;-0.449201653;-0.07759813;0.317334363;0.037674957;-0.058823529;-0.212591902;36517;1334.39375;132.6889084;1.451702683;1.449723538;1.392291231;0.581990693;0.418009307;0.718240536;1;7.826963169;0.211013428;0.132597668;0.146380558;0.331331999;0.325695658;0.135585917;0.026959809;2.05936408;0;0
1;14;141;9;4;-0.305900181;-0.444665387;-0.036110336;-0.017429194;-0.028985688;-0.276923077;-0.668384247;85691;964.7765957;383.4524584;1.577280903;1.576647647;0.583350737;0.368427995;0.631572005;1.714234571;1;5.194996793;0.178610416;0.037093804;0.014313006;0.03817175;0.628951692;0.030003639;0.034381237;1.240940409;0;0
1;13;139;14;10;-0.01801338;-0.439825636;0.018622594;0.068138728;0.071308373;-0.034771532;-0.164582974;185612;13.49731855;127.2353429;4.57971881;3.892846811;4.606854255;0.821646871;0.178353129;0.217067861;1;20.5017341;0.036891495;0.031699143;0.052414514;0.068138728;0.314946527;0.029564787;0.001799433;1.237058858;0;0
1;14;143;2;9;-0.145256855;-0.438660081;-0.064662164;0.098916129;-0.047386805;-0.176427251;-0.187286494;83786;1.844706954;76.33288737;1.774240646;0.617287487;0.987488103;0.496852334;0.503147666;1.012670428;1;4.6961013;0.06101896;0.041647724;0.044722894;0.098916129;0.161650668;0.026515299;0.012993536;1.502611491;0;0
1;13;139;27;8;-0.069837409;-0.43764051;0.0000952;0.020924247;0.067037614;-0.123512573;-0.06306654;402474;7.696176814;123.4468806;4.699889686;3.731595882;8.073598088;0.889790137;0.110209863;0.123860513;1;16.48;0.025920069;0.022204513;0.018236602;0.020924247;0.455662521;0.070140357;0.00157282;1.232659503;0;0
1;14;141;24;5;-0.127428483;-0.432623562;-0.325268032;0.003972382;-0.349903848;0.201570995;-0.118591121;58637;11.85339709;107.2610118;1.216129448;0.957896095;0.412683143;0.29212718;0.70787282;2.423166582;1;0.776289208;0.026374889;0.000533446;0.001155849;0.003972382;0.306547422;0.012017595;0.033975596;1.153787534;0;0
5;13;139;7;6;-0.085447752;-0.425438467;-0.0743274;0.001364864;-0.036256372;0.046970827;-0.45972087;63577;5.977538541;81.20562422;1.73318034;1.150448601;0.829162534;0.453301726;0.546698274;1.206036161;1;2.737640449;0.064532149;0.011769536;0.022412902;0.049511156;0.291225654;0.023449682;0.023572178;1.261456261;0;0
5;14;141;41;6;0.007030863;-0.421226818;-0.015218725;-0.468136035;-0.328255415;1.211297071;0.748819443;-63625;505.9801325;50.50504748;0.615219469;0.608827122;0.271441876;0.213491376;0.786508624;3.684029944;1;8.948125442;0.070956451;0.014247758;0.036244637;0.090295059;0.638710896;0.077089344;0.007929756;1.183277907;0;0
1;14;141;10;4;-0.071937918;-0.418677167;0.132933287;0.141296018;0.244407704;2.651095825;-0.313243706;87730;22.99807212;147.5479772;1.581497856;1.43022092;0.799547952;0.444306525;0.555697158;1.250706724;1;2.749004413;0.048660183;0.028451947;0.055006538;0.141296018;0.164361717;0.019158482;0.01770102;1.478793569;0;0
5;14;141;21;4;-0.002805657;-0.418136335;-0.098212166;0.035768366;-0.09352268;-0.124068158;-0.130892033;33658;152.3240122;111.8160376;1.675402336;1.642392744;0.905907613;0.475315596;0.524684404;1.103865323;1;3.889632107;0.018565448;0.00622174;0.016414155;0.035768366;0.730166458;0.014889872;0.00477306;1.04114014;0;0
1;14;141;29;9;-0.077907268;-0.416715143;0.025947793;0.067193815;0.066749442;0.037621758;-0.385338662;245499;2.011903757;246.2603332;1.316000232;0.76712297;0.391224039;0.28120825;0.718790825;2.556080147;1;2.015632026;0.088825713;0.022307545;0.017706664;0.067197326;0.343053399;0.038755543;0.044068417;1.308506988;0;0
1;14;141;17;4;-0.086297865;-0.410158461;0.077894706;0.286151185;0.085797599;-0.258145363;0.035886104;201857;872.3108108;76.39912627;5.141166092;5.13509355;5.064418185;0.83510372;0.16489628;0.197456048;1;39.33018868;0.064584592;0.057961922;0.050628544;0.077973502;0.581191616;0.044282815;0.001642112;1.219403462;0;0
1;14;141;14;4;-0.116696033;-0.405186386;-0.128217646;0.06726094;-0.109607304;0.223568635;-0.388279684;43541;2.740707748;55.37967383;1.702466805;0.778794186;0.786167175;0.44014199;0.55985801;1.27199409;1;254.0769231;0.021050149;0.019571604;0.027738637;0.06726094;0.53781443;0.045777543;0.0000828;1.135432343;0;0
1;13;139;3;4;0.318963458;-0.402757262;-0.046715818;0.098383696;-0.005035247;-0.153846154;-0.616895874;8987;1004.090909;51.75916704;2.854901961;2.848090815;1.935603715;0.659354567;0.340645433;0.516634677;1;13.32967033;0.036607817;0.025350837;0.05905927;0.098383696;0.71884714;0.018922589;0.002746341;1.079012553;0;0
