id_match_api,dt_match,p_dt_match,id_match_status,id_match_competition,cd_season,cd_round,t1_all_total5_fl_match_win,t1_all_total5_fl_match_draw,t1_all_total5_fl_match_lost,t1_all_total10_fl_match_win,t1_all_total10_fl_match_draw,t1_all_total10_fl_match_lost,t2_all_total5_fl_match_win,t2_all_total5_fl_match_draw,t2_all_total5_fl_match_lost,t2_all_total10_fl_match_win,t2_all_total10_fl_match_draw,t2_all_total10_fl_match_lost,t1_home_total5_fl_match_win,t1_home_total5_fl_match_draw,t1_home_total5_fl_match_lost,t1_home_total10_fl_match_win,t1_home_total10_fl_match_draw,t1_home_total10_fl_match_lost,t2_away_total5_fl_match_win,t2_away_total5_fl_match_draw,t2_away_total5_fl_match_lost,t2_away_total10_fl_match_win,t2_away_total10_fl_match_draw,t2_away_total10_fl_match_lost,t1_h2h_total5_fl_match_win,t1_h2h_total5_fl_match_draw,t1_h2h_total5_fl_match_lost,t1_h2h_total10_fl_match_win,t1_h2h_total10_fl_match_draw,t1_h2h_total10_fl_match_lost,t2_h2h_total5_fl_match_win,t2_h2h_total5_fl_match_draw,t2_h2h_total5_fl_match_lost,t2_h2h_total10_fl_match_win,t2_h2h_total10_fl_match_draw,t2_h2h_total10_fl_match_lost,t1_h2h_home_total5_fl_match_win,t1_h2h_home_total5_fl_match_draw,t1_h2h_home_total5_fl_match_lost,t1_h2h_home_total10_fl_match_win,t1_h2h_home_total10_fl_match_draw,t1_h2h_home_total10_fl_match_lost,t2_h2h_away_total5_fl_match_win,t2_h2h_away_total5_fl_match_draw,t2_h2h_away_total5_fl_match_lost,t2_h2h_away_total10_fl_match_win,t2_h2h_away_total10_fl_match_draw,t2_h2h_away_total10_fl_match_lost,t1_fl_match_win
4393691,2022-02-25 16:00:00,2022-02-25,1,1071,qa_stars_league_21-22,20,5,0,0,10,0,0,3,1,1,5,2,3,5,0,0,6,0,0,4,1,0,7,1,2,4,0,1,5,1,4,1,0,4,4,1,5,3,0,2,3,0,4,2,0,3,4,0,3,0
4526189,2022-02-25 14:05:00,2022-02-25,1,827,bh_premier_league_21-22,13,2,2,1,4,5,1,3,2,0,3,4,3,3,1,1,4,1,1,2,1,2,2,1,3,2,2,1,5,3,2,1,2,2,2,3,5,1,0,2,1,0,2,2,0,1,2,0,1,1
4422610,2022-02-25 08:55:00,2022-02-25,1,1727,au_a-league_21-22,16,2,0,3,3,2,5,1,1,3,3,3,4,3,1,1,3,1,1,2,1,2,2,1,2,3,0,2,4,0,6,2,0,3,6,0,4,1,0,4,4,1,5,4,0,1,5,1,4,0
3967890,2022-02-23 19:45:00,2022-02-23,1,880,gb_championship_21-22,34,2,1,2,5,2,3,3,1,1,4,1,5,4,1,0,6,2,2,1,0,4,3,1,6,2,1,2,3,2,4,2,1,2,4,2,3,1,0,3,1,0,3,3,0,1,3,0,1,0
4655660,2022-02-23 08:55:00,2022-02-23,1,1727,au_a-league_21-22,6,2,0,3,3,2,5,1,1,3,2,3,5,2,0,3,2,0,3,1,1,2,1,1,2,1,3,1,5,4,1,1,3,1,1,4,5,3,1,1,3,2,4,1,1,3,4,2,3,1
3713782,2022-02-21 20:00:00,2022-02-21,1,207,es_laliga_21-22,25,2,2,1,5,3,2,2,0,3,2,1,7,3,1,1,4,2,4,1,0,4,1,1,8,2,1,2,6,1,3,2,1,2,3,1,6,3,0,2,4,0,2,2,0,3,2,0,4,0
3687967,2022-02-21 16:00:00,2022-02-21,1,175,rs_superliga_21-22,23,1,2,2,3,5,2,2,0,3,3,3,4,2,2,1,2,3,5,2,0,3,3,1,6,2,0,3,4,1,5,3,0,2,5,1,4,2,0,3,2,0,3,3,0,2,3,0,2,0
3762748,2022-02-20 20:45:00,2022-02-20,1,172,pt_primeira_liga_21-22,23,1,1,3,2,2,6,3,0,2,6,1,3,1,0,4,3,0,7,2,0,3,5,2,3,1,0,4,2,0,8,4,0,1,8,0,2,2,0,3,2,0,4,3,0,2,4,0,2,0
3713781,2022-02-20 20:00:00,2022-02-20,1,207,es_laliga_21-22,25,3,1,1,4,2,4,2,3,0,2,4,4,2,1,2,5,1,4,1,2,2,4,4,2,1,2,2,2,3,5,2,2,1,5,3,2,2,1,2,2,2,3,2,1,2,3,2,2,1
3640911,2022-02-20 17:30:00,2022-02-20,1,95,be_first_division_a_21-22,28,3,0,2,6,2,2,3,1,1,6,2,2,3,1,1,4,5,1,1,2,2,2,2,6,2,1,2,3,2,5,2,1,2,5,2,3,2,1,2,4,3,3,2,1,2,3,3,4,1
3899317,2022-02-20 17:30:00,2022-02-20,1,910,gr_super_league_1_21-22,24,2,0,3,4,1,5,3,0,2,4,2,4,2,0,3,6,0,4,1,1,3,3,3,4,4,0,1,6,3,1,1,0,4,1,3,6,3,1,1,3,1,1,1,1,3,1,1,3,1
3899318,2022-02-20 17:30:00,2022-02-20,1,910,gr_super_league_1_21-22,24,2,1,2,3,3,4,4,1,0,9,1,0,3,1,1,5,3,2,3,0,2,7,0,3,2,1,2,3,4,3,2,1,2,3,4,3,2,0,3,2,0,3,3,0,2,3,0,2,0
3644426,2022-02-20 16:45:00,2022-02-20,1,920,hu_nb_i_21-22,21,2,0,3,5,0,5,1,1,3,3,2,5,4,0,1,6,1,2,1,0,4,1,3,6,3,1,1,6,1,3,1,1,3,3,1,6,3,1,1,7,2,1,1,1,3,1,2,7,0
3738167,2022-02-20 16:30:00,2022-02-20,1,174,si_prvaliga_21-22,22,3,2,0,5,3,2,2,2,1,3,4,3,2,2,1,5,2,3,2,2,1,3,2,5,2,1,2,5,1,4,2,1,2,4,1,5,3,0,2,4,0,5,2,0,3,5,0,4,0
3713373,2022-02-20 16:05:00,2022-02-20,1,99,fr_ligue_1_21-22,25,1,0,4,2,1,7,2,2,1,5,3,2,1,1,3,2,3,5,1,2,2,3,3,4,1,1,3,2,1,7,3,1,1,7,1,2,2,0,3,4,0,3,3,0,2,3,0,4,0
3617972,2022-02-20 16:00:00,2022-02-20,1,218,sk_superliga_21-22,21,3,1,1,3,2,5,2,1,2,4,3,3,2,1,2,4,3,3,2,1,2,2,4,4,1,1,3,1,3,6,3,1,1,6,3,1,1,3,1,1,3,1,1,3,1,1,3,1,0
3678594,2022-02-20 16:00:00,2022-02-20,1,166,at_bundesliga_21-22,20,2,2,1,3,3,4,2,2,1,4,4,2,2,2,1,4,3,1,1,3,1,1,5,3,2,2,1,2,3,5,1,2,2,5,3,2,1,1,3,3,4,3,3,1,1,3,4,3,0
4392579,2022-02-20 15:55:00,2022-02-20,1,1071,qa_stars_league_21-22,19,3,0,2,5,1,4,1,1,3,4,3,3,2,1,2,3,3,4,2,2,1,2,2,2,2,1,2,4,2,4,2,1,2,4,2,4,3,1,1,3,1,1,1,1,3,1,1,3,1
3675290,2022-02-20 14:00:00,2022-02-20,1,125,pl_ekstraklasa_21-22,22,2,1,2,5,2,3,4,0,1,5,2,3,2,2,1,5,2,3,2,1,2,5,2,3,2,1,2,3,1,2,2,1,2,2,1,3,2,0,1,2,0,1,1,0,2,1,0,2,0
3678596,2022-02-20 13:30:00,2022-02-20,1,166,at_bundesliga_21-22,20,3,1,1,6,3,1,3,1,1,8,1,1,4,1,0,8,1,0,3,1,1,4,3,2,3,1,1,5,3,2,1,1,3,2,3,5,2,2,1,6,3,1,1,2,2,1,3,6,1
3772682,2022-02-20 13:00:00,2022-02-20,1,215,tr_super_lig_21-22,26,3,2,0,4,4,2,3,2,0,6,3,1,1,3,1,4,4,2,3,1,1,7,2,1,1,3,1,4,4,2,1,3,1,2,4,4,2,2,1,2,2,1,1,2,2,1,2,2,0
3636349,2022-02-20 12:00:00,2022-02-20,1,901,gb_premiership_21-22,27,2,2,1,2,2,6,3,1,1,7,2,1,2,0,3,5,0,5,2,2,1,7,2,1,1,0,4,1,0,4,4,0,1,4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0
3785846,2022-02-20 11:30:00,2022-02-20,1,199,it_serie_a_21-22,26,2,1,2,5,3,2,1,3,1,4,4,2,3,1,1,6,1,3,3,2,0,7,3,0,1,1,3,2,4,4,3,1,1,4,4,2,1,2,2,3,2,2,2,2,1,2,2,3,1
4606515,2022-02-20 11:00:00,2022-02-20,1,904,th_thai_league_1_21-22,21,2,0,3,4,0,6,2,0,3,5,2,3,2,0,3,3,3,3,2,1,2,3,2,4,1,2,2,1,4,5,2,2,1,5,4,1,1,2,2,1,4,2,2,2,1,2,4,1,1
4422609,2022-02-20 07:35:00,2022-02-20,1,1727,au_a-league_21-22,15,2,2,1,6,2,2,1,1,3,2,3,5,4,0,1,4,0,1,1,1,2,1,1,2,2,1,2,3,1,2,2,1,2,2,1,3,2,0,1,2,0,1,1,0,2,1,0,2,1
4533388,2022-02-19 23:10:00,2022-02-19,1,254,"co_primera_a_2021,_clausura",8,2,1,2,4,3,3,2,2,1,5,4,1,4,0,1,6,2,2,3,2,0,4,3,3,3,0,2,5,1,4,2,0,3,4,1,5,3,0,2,4,1,2,2,0,3,2,1,4,0
4533391,2022-02-19 21:05:00,2022-02-19,1,254,"co_primera_a_2021,_clausura",8,2,2,1,2,5,3,2,0,3,4,3,3,2,1,2,4,3,3,1,1,3,2,2,6,2,2,1,5,3,2,1,2,2,2,3,5,3,1,1,6,3,1,1,1,3,1,3,6,1
3713378,2022-02-19 20:00:00,2022-02-19,1,99,fr_ligue_1_21-22,25,2,1,2,5,2,3,4,1,0,6,4,0,3,1,1,6,2,2,2,3,0,5,4,1,1,0,4,2,0,8,4,0,1,8,0,2,1,0,4,1,0,6,4,0,1,6,0,1,1
3699701,2022-02-19 17:30:00,2022-02-19,1,123,de_bundesliga_21-22,23,2,1,2,5,2,3,1,1,3,5,1,4,3,0,2,5,3,2,3,1,1,5,3,2,1,3,1,3,3,4,1,3,1,4,3,3,2,2,1,3,2,1,1,2,2,1,2,3,1
3898781,2022-02-19 17:30:00,2022-02-19,1,910,gr_super_league_1_21-22,24,1,1,3,3,2,5,2,0,3,5,1,4,2,1,2,2,2,6,1,0,4,2,1,7,1,1,3,2,2,6,3,1,1,6,2,2,2,2,1,2,2,3,1,2,2,3,2,2,1
3678593,2022-02-19 16:00:00,2022-02-19,1,166,at_bundesliga_21-22,20,2,2,1,3,4,3,1,2,2,3,4,3,2,1,2,2,5,2,1,2,2,2,3,3,3,0,2,4,2,4,2,0,3,4,2,4,3,0,2,3,0,2,2,0,3,2,0,3,1
3711150,2022-02-19 15:00:00,2022-02-19,1,173,ro_liga_i_21-22,27,1,3,1,3,6,1,2,1,2,4,4,2,3,2,0,6,3,1,1,2,2,2,5,3,3,1,1,5,4,1,1,1,3,1,4,5,3,1,1,3,1,1,1,1,3,1,1,3,1
3774698,2022-02-19 15:00:00,2022-02-19,1,613,ie_premiership_21-22,28,2,1,2,6,1,3,3,2,0,4,3,3,4,1,0,7,1,2,2,2,1,4,2,4,2,1,2,4,1,5,2,1,2,5,1,4,2,1,2,5,1,4,2,1,2,4,1,5,0
3931298,2022-02-19 15:00:00,2022-02-19,1,880,gb_championship_21-22,33,1,1,3,3,1,6,3,1,1,8,1,1,3,0,2,6,1,3,2,2,1,4,2,4,2,1,2,5,1,4,2,1,2,4,1,5,2,1,2,2,1,2,2,1,2,2,1,2,1
3935956,2022-02-19 15:00:00,2022-02-19,1,880,gb_championship_21-22,33,1,2,2,5,2,3,1,1,3,3,1,6,2,2,1,5,3,2,1,1,3,3,2,5,2,1,2,3,2,4,2,1,2,4,2,3,1,0,3,1,0,3,3,0,1,3,0,1,0
4451217,2022-02-19 15:00:00,2022-02-19,1,922,mt_premier_league_21-22,19,2,3,0,6,4,0,2,2,1,4,4,2,3,2,0,5,4,0,1,2,2,3,3,3,2,1,2,5,1,4,2,1,2,4,1,5,2,1,2,3,1,2,2,1,2,2,1,3,0
3678224,2022-02-19 14:00:00,2022-02-19,1,178,cz_1._liga_21-22,22,2,1,2,3,4,3,1,1,3,5,2,3,3,2,0,4,2,4,2,2,1,4,3,3,1,0,4,3,2,5,4,0,1,5,2,3,2,1,2,3,1,2,2,1,2,2,1,3,1
4392581,2022-02-19 13:45:00,2022-02-19,1,1071,qa_stars_league_21-22,19,1,3,1,2,3,5,2,0,3,3,1,6,2,1,2,2,2,3,2,1,2,2,1,2,2,2,1,5,3,2,1,2,2,2,3,5,2,2,1,3,2,1,1,2,2,1,2,3,0
3933463,2022-02-19 13:00:00,2022-02-19,1,203,bg_first_professional_league_21-22,20,2,3,0,5,3,2,2,2,1,5,3,2,2,2,1,4,2,3,2,1,2,3,3,3,1,2,2,3,4,3,2,2,1,3,4,3,3,1,1,6,1,3,1,1,3,3,1,6,1
3699451,2022-02-19 12:30:00,2022-02-19,1,72,de_2nd_bundesliga_21-22,23,3,1,1,4,2,4,3,2,0,6,3,1,1,2,2,1,3,6,2,2,1,4,4,2,2,1,2,2,1,4,2,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0
3748206,2022-02-19 12:30:00,2022-02-19,1,94,gb_premier_league_21-22,26,2,1,2,4,2,4,3,2,0,4,3,3,3,0,2,5,1,4,1,1,3,1,3,6,1,1,3,3,1,6,3,1,1,6,1,3,2,0,3,3,0,3,3,0,2,3,0,3,0
4422607,2022-02-19 08:45:00,2022-02-19,1,1727,au_a-league_21-22,15,1,2,2,4,3,3,1,2,2,3,2,4,1,2,2,2,2,2,1,0,3,1,0,3,1,2,2,4,4,2,2,2,1,2,4,4,3,1,1,7,2,1,1,1,3,1,2,7,1
4637182,2022-02-18 23:30:00,2022-02-18,1,881,"bo_division_profesional,_apertura_2022",3,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,2,4,1,4,2,1,2,4,1,4,3,0,1,3,0,1,1,0,3,1,0,3,0
3774496,2022-02-18 19:45:00,2022-02-18,1,613,ie_premiership_21-22,28,2,0,3,4,0,6,4,1,0,7,2,1,1,0,4,4,2,4,3,2,0,7,3,0,1,2,2,2,3,4,2,2,1,4,3,2,1,2,2,1,2,2,2,2,1,2,2,1,1
3774699,2022-02-18 19:45:00,2022-02-18,1,613,ie_premiership_21-22,28,2,0,3,4,1,5,3,2,0,5,3,2,2,1,2,4,1,5,3,2,0,4,4,2,1,0,4,2,1,7,4,0,1,7,1,2,2,0,3,2,4,4,3,0,2,4,4,2,0
3649564,2022-02-18 19:00:00,2022-02-18,1,920,hu_nb_i_21-22,21,1,1,3,3,3,4,1,1,3,3,1,6,1,1,3,3,4,3,1,0,4,3,1,6,2,2,1,4,3,3,1,2,2,3,3,4,2,0,3,3,0,6,3,0,2,6,0,3,0
4525655,2022-02-18 16:35:00,2022-02-18,1,827,bh_premier_league_21-22,12,4,0,1,6,3,1,2,3,0,2,5,3,4,0,1,4,2,1,1,1,3,1,1,3,4,0,1,4,3,3,1,0,4,3,3,4,3,0,2,3,0,3,2,0,3,3,0,3,0
4547427,2022-02-18 15:30:00,2022-02-18,1,1092,sa_saudi_prof._league_21-22,21,1,2,2,2,3,5,1,1,3,3,2,5,2,2,1,4,4,2,1,1,3,2,2,6,1,1,3,4,3,3,3,1,1,3,3,4,1,2,2,2,3,2,2,2,1,2,3,2,0
4577211,2022-02-18 13:30:00,2022-02-18,1,1089,ae_arabian_gulf_league_21-22,16,4,0,1,7,2,1,2,1,2,4,3,3,4,1,0,6,1,0,1,2,2,2,3,2,1,1,3,4,3,3,3,1,1,3,3,4,4,0,1,5,2,1,1,0,4,1,2,5,1
4422604,2022-02-18 08:45:00,2022-02-18,1,1727,au_a-league_21-22,15,3,1,1,4,4,2,2,0,3,3,2,4,2,2,1,2,2,1,1,2,1,1,2,1,2,0,3,6,0,4,3,0,2,4,0,6,4,0,1,7,1,2,1,0,4,2,1,7,1
4572246,2022-02-17 15:00:00,2022-02-17,1,1071,qa_stars_league_21-22,13,5,0,0,10,0,0,4,0,1,6,1,3,5,0,0,6,0,0,2,0,3,3,0,5,3,1,1,7,1,2,1,1,3,2,1,7,4,0,1,5,0,2,1,0,4,2,0,5,0
4533385,2022-02-16 21:05:00,2022-02-16,1,254,"co_primera_a_2021,_clausura",7,4,0,1,5,3,2,2,3,0,3,5,2,2,2,1,6,2,2,1,3,1,3,6,1,2,1,2,2,4,4,2,1,2,4,4,2,2,2,1,3,4,1,1,2,2,1,4,3,1
3830356,2022-02-16 17:30:00,2022-02-16,1,190,it_serie_b_21-22,23,2,2,1,5,2,3,2,0,3,5,2,3,3,1,1,5,3,2,4,0,1,6,2,2,3,1,1,3,3,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0
4533384,2022-02-16 01:05:00,2022-02-16,1,254,"co_primera_a_2021,_clausura",7,2,2,1,2,3,5,3,1,1,4,3,3,2,1,2,5,2,3,2,2,1,4,5,1,1,2,2,1,4,5,2,2,1,5,4,1,1,3,1,1,3,3,1,3,1,3,3,1,0
4659150,2022-02-15 19:45:00,2022-02-15,1,613,ie_premiership_21-22,10,3,0,2,5,2,3,3,1,1,5,2,3,2,1,2,4,2,4,2,1,2,4,2,4,1,0,4,2,2,6,4,0,1,6,2,2,2,1,2,5,2,3,2,1,2,3,2,5,0
3899263,2022-02-15 17:30:00,2022-02-15,1,1036,za_premier_soccer_league_21-22,-1,2,2,1,4,4,2,3,1,1,7,1,2,4,1,0,4,3,1,3,1,1,3,3,2,2,0,3,3,1,6,3,0,2,6,1,3,1,0,4,1,0,4,4,0,1,4,0,1,0
3675287,2022-02-14 17:00:00,2022-02-14,1,125,pl_ekstraklasa_21-22,21,3,1,1,5,3,2,1,0,4,2,3,5,2,2,1,5,2,3,1,1,3,2,2,6,3,0,2,5,1,4,2,0,3,4,1,5,3,0,1,3,0,1,1,0,3,1,0,3,0
3682258,2022-02-14 14:00:00,2022-02-14,1,175,rs_superliga_21-22,22,2,1,2,4,2,4,2,1,2,3,3,4,2,1,2,5,2,3,2,1,2,3,1,6,4,0,1,4,1,5,1,0,4,5,1,4,4,0,1,5,0,2,1,0,4,2,0,5,1
4466707,2022-02-13 20:00:00,2022-02-13,1,223,"cr_primera_division,_clausura_2022",6,1,2,1,1,2,1,3,0,1,3,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,3,1,2,7,3,1,1,7,2,1,1,0,4,1,3,4,4,0,1,4,3,1,0
3713368,2022-02-13 19:45:00,2022-02-13,1,99,fr_ligue_1_21-22,24,1,2,2,3,3,4,3,1,1,6,2,2,1,1,3,1,3,6,4,0,1,6,2,2,1,3,1,2,3,5,1,3,1,5,3,2,2,1,2,2,1,2,2,1,2,2,1,2,0
4609340,2022-02-13 19:45:00,2022-02-13,1,199,it_serie_a_21-22,25,1,3,1,5,3,2,3,2,0,7,3,0,2,1,2,3,3,4,3,2,0,6,3,1,2,2,1,2,6,2,1,2,2,2,6,2,1,3,1,1,3,3,1,3,1,3,3,1,0
3640903,2022-02-13 17:30:00,2022-02-13,1,95,be_first_division_a_21-22,27,2,2,1,5,3,2,2,2,1,4,2,4,2,2,1,5,4,1,3,0,2,5,2,3,2,2,1,4,3,3,1,2,2,3,3,4,2,1,2,5,1,2,2,1,2,2,1,5,1
3678093,2022-02-13 17:00:00,2022-02-13,1,178,cz_1._liga_21-22,21,4,1,0,7,2,1,5,0,0,7,2,1,5,0,0,9,1,0,3,1,1,6,1,2,1,0,4,2,1,7,4,0,1,7,1,2,3,0,2,3,0,4,2,0,3,4,0,3,0
3748205,2022-02-13 16:30:00,2022-02-13,1,94,gb_premier_league_21-22,25,1,1,3,3,2,5,3,0,2,5,1,4,3,1,1,4,2,4,2,1,2,5,1,4,2,0,3,3,3,4,3,0,2,4,3,3,2,1,2,3,2,2,2,1,2,2,2,3,0
3713366,2022-02-13 16:05:00,2022-02-13,1,99,fr_ligue_1_21-22,24,2,0,3,2,3,5,1,0,4,2,2,6,2,2,1,5,3,2,1,1,3,2,3,5,2,0,3,2,0,3,3,0,2,3,0,2,1,0,1,1,0,1,1,0,1,1,0,1,1
3772681,2022-02-13 16:00:00,2022-02-13,1,215,tr_super_lig_21-22,25,3,2,0,6,3,1,4,0,1,7,1,2,3,2,0,7,3,0,4,0,1,5,3,2,2,2,1,4,5,1,1,2,2,1,5,4,4,0,1,5,0,2,1,0,4,2,0,5,1
3774113,2022-02-13 16:00:00,2022-02-13,1,215,tr_super_lig_21-22,25,4,0,1,5,2,3,3,2,0,4,3,3,3,1,1,4,2,4,3,0,2,5,2,3,2,0,3,4,0,6,3,0,2,6,0,4,3,0,2,3,0,2,2,0,3,2,0,3,0
3713777,2022-02-13 15:15:00,2022-02-13,1,207,es_laliga_21-22,24,1,0,4,1,2,7,2,1,2,6,1,3,1,2,2,1,5,4,3,1,1,6,1,3,2,0,3,4,0,6,3,0,2,6,0,4,3,0,2,3,0,2,2,0,3,2,0,3,0
3717457,2022-02-13 15:00:00,2022-02-13,1,221,es_laliga_2_21-22,27,2,2,1,4,4,2,2,0,3,3,4,3,4,1,0,5,4,1,2,2,1,4,4,2,2,2,1,3,3,3,1,2,2,3,3,3,1,2,1,1,2,1,1,2,1,1,2,1,0
3678223,2022-02-13 14:00:00,2022-02-13,1,178,cz_1._liga_21-22,21,2,1,2,6,2,2,3,1,1,7,2,1,4,0,1,8,0,1,2,2,1,6,3,1,1,0,4,1,1,8,4,0,1,8,1,1,1,0,4,1,0,6,4,0,1,6,0,1,0
3679497,2022-02-13 14:00:00,2022-02-13,1,178,cz_1._liga_21-22,21,1,1,3,1,3,6,2,0,3,5,0,5,1,2,2,3,4,2,2,0,3,3,1,6,1,3,1,4,3,3,1,3,1,3,3,4,1,1,3,1,1,3,3,1,1,3,1,1,1
3713363,2022-02-13 14:00:00,2022-02-13,1,99,fr_ligue_1_21-22,24,1,1,3,3,2,5,4,0,1,6,2,2,2,0,3,4,1,5,3,1,1,4,3,3,3,1,1,3,4,1,1,1,3,1,4,3,1,2,1,1,2,1,1,2,1,1,2,1,0
3713371,2022-02-13 14:00:00,2022-02-13,1,99,fr_ligue_1_21-22,24,2,1,2,4,2,4,1,2,2,4,3,3,2,2,1,5,2,3,1,3,1,2,4,4,1,0,4,2,2,6,4,0,1,6,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1
3765503,2022-02-13 14:00:00,2022-02-13,1,94,gb_premier_league_21-22,25,2,1,2,6,2,2,3,1,1,4,3,3,3,1,1,6,1,3,3,1,1,6,2,2,3,1,1,4,1,2,1,1,3,2,1,4,1,0,2,1,0,2,2,0,1,2,0,1,0
3687962,2022-02-13 12:00:00,2022-02-13,1,175,rs_superliga_21-22,22,2,1,2,5,1,4,1,1,3,1,3,6,3,0,2,3,1,6,1,2,2,3,3,4,1,0,4,1,0,4,4,0,1,4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
4533371,2022-02-12 21:05:00,2022-02-12,1,254,"co_primera_a_2021,_clausura",6,1,1,3,4,2,4,2,1,2,3,4,3,2,1,2,4,3,3,1,1,3,2,2,6,1,3,1,1,6,3,1,3,1,3,6,1,1,3,1,2,4,1,1,3,1,1,4,2,1
3713367,2022-02-12 20:00:00,2022-02-12,1,99,fr_ligue_1_21-22,24,3,1,1,4,4,2,4,0,1,6,1,3,2,2,1,6,3,1,4,1,0,7,1,2,2,0,3,4,1,5,3,0,2,5,1,4,2,1,2,2,2,3,2,1,2,3,2,2,1
4636894,2022-02-12 20:00:00,2022-02-12,1,221,es_laliga_2_21-22,-1,2,1,2,3,3,4,1,2,2,2,4,4,3,1,1,4,2,4,1,1,3,1,4,5,2,2,1,2,2,3,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0
3690138,2022-02-12 19:30:00,2022-02-12,1,74,ch_super_league_21-22,21,1,2,2,3,2,5,3,1,1,5,1,4,1,2,2,2,5,3,3,0,2,4,2,4,2,1,2,6,2,2,2,1,2,2,2,6,4,0,1,4,0,1,1,0,4,1,0,4,1
3762676,2022-02-12 18:00:00,2022-02-12,1,172,pt_primeira_liga_21-22,22,3,1,1,6,1,3,3,2,0,5,3,2,2,1,2,6,1,3,1,2,2,1,3,6,3,1,1,5,1,1,1,1,3,1,1,5,2,0,1,2,0,1,1,0,2,1,0,2,1
3640908,2022-02-12 17:30:00,2022-02-12,1,95,be_first_division_a_21-22,27,3,0,2,5,1,4,1,1,3,3,1,6,3,1,1,6,2,2,2,1,2,2,2,6,2,0,3,4,1,5,3,0,2,5,1,4,2,1,2,2,2,2,2,1,2,2,2,2,1
3679496,2022-02-12 17:00:00,2022-02-12,1,178,cz_1._liga_21-22,21,3,2,0,4,5,1,3,0,2,3,0,7,1,3,1,5,3,1,1,0,4,1,1,8,1,2,2,3,4,3,2,2,1,3,4,3,1,2,2,1,3,2,2,2,1,2,3,1,0
4547420,2022-02-12 15:30:00,2022-02-12,1,1092,sa_saudi_prof._league_21-22,20,1,1,3,4,2,4,2,1,2,4,2,4,3,1,1,5,2,2,1,1,3,1,4,5,1,2,2,3,4,3,2,2,1,3,4,3,2,1,2,2,3,2,2,1,2,2,3,2,0
4633101,2022-02-12 15:15:00,2022-02-12,1,190,it_serie_b_21-22,22,1,3,1,3,5,2,4,0,1,5,4,1,2,2,1,3,4,3,3,1,1,5,4,1,3,1,1,4,2,3,1,1,3,3,2,4,2,1,1,2,1,1,1,1,2,1,1,2,1
3717340,2022-02-12 15:00:00,2022-02-12,1,221,es_laliga_2_21-22,27,2,1,2,3,3,4,1,2,2,2,4,4,3,1,1,4,2,4,1,1,3,1,4,5,2,2,1,2,2,3,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0
3774494,2022-02-12 15:00:00,2022-02-12,1,613,ie_premiership_21-22,27,3,0,2,5,1,4,3,0,2,5,2,3,2,0,3,4,3,3,3,1,1,6,1,3,2,1,2,3,3,3,2,1,2,3,3,3,2,1,1,2,1,1,1,1,2,1,1,2,0
3774695,2022-02-12 15:00:00,2022-02-12,1,613,ie_premiership_21-22,27,2,1,2,5,1,4,4,0,1,5,1,4,4,1,0,6,1,3,3,0,2,3,0,7,4,0,1,6,2,2,1,0,4,2,2,6,3,1,1,5,2,3,1,1,3,3,2,5,1
3917685,2022-02-12 15:00:00,2022-02-12,1,880,gb_championship_21-22,32,1,2,2,1,4,5,3,1,1,5,3,2,1,2,2,4,2,4,3,1,1,4,2,4,3,1,1,3,1,1,1,1,3,1,1,3,1,0,1,1,0,1,1,0,1,1,0,1,1
3917687,2022-02-12 15:00:00,2022-02-12,1,880,gb_championship_21-22,32,4,0,1,7,1,2,1,2,2,4,2,4,5,0,0,7,1,2,1,1,3,1,5,4,1,2,2,3,4,3,2,2,1,3,4,3,2,2,1,2,2,1,1,2,2,1,2,2,1
3997373,2022-02-12 15:00:00,2022-02-12,1,611,gb_league_two_21-22,32,4,0,1,6,1,3,1,3,1,1,4,5,4,0,1,6,2,2,1,2,2,2,4,4,1,0,4,3,0,4,4,0,1,4,0,3,1,0,2,1,0,2,2,0,1,2,0,1,0
3687964,2022-02-12 13:30:00,2022-02-12,1,175,rs_superliga_21-22,22,1,3,1,3,5,2,5,0,0,9,1,0,3,2,0,5,3,2,5,0,0,10,0,0,1,0,4,4,1,5,4,0,1,5,1,4,3,1,1,4,1,5,1,1,3,5,1,4,0
3774109,2022-02-12 13:00:00,2022-02-12,1,215,tr_super_lig_21-22,25,1,2,2,4,4,2,3,1,1,6,2,2,3,1,1,7,1,2,1,2,2,1,3,6,2,0,3,2,0,3,3,0,2,3,0,2,1,0,1,1,0,1,1,0,1,1,0,1,1
3699441,2022-02-12 12:30:00,2022-02-12,1,72,de_2nd_bundesliga_21-22,22,3,2,0,5,4,1,3,1,1,7,1,2,4,1,0,5,5,0,2,1,2,4,1,5,1,1,3,2,2,3,3,1,1,3,2,2,2,0,1,2,0,1,1,0,2,1,0,2,1
