id_match_api,dt_match,p_dt_match,id_match_status,id_match_competition,cd_season,cd_round,t1_all_total5_fl_match_win,t1_all_total5_fl_match_draw,t1_all_total5_fl_match_lost,t1_all_total10_fl_match_win,t1_all_total10_fl_match_draw,t1_all_total10_fl_match_lost,t2_all_total5_fl_match_win,t2_all_total5_fl_match_draw,t2_all_total5_fl_match_lost,t2_all_total10_fl_match_win,t2_all_total10_fl_match_draw,t2_all_total10_fl_match_lost,t1_home_total5_fl_match_win,t1_home_total5_fl_match_draw,t1_home_total5_fl_match_lost,t1_home_total10_fl_match_win,t1_home_total10_fl_match_draw,t1_home_total10_fl_match_lost,t2_away_total5_fl_match_win,t2_away_total5_fl_match_draw,t2_away_total5_fl_match_lost,t2_away_total10_fl_match_win,t2_away_total10_fl_match_draw,t2_away_total10_fl_match_lost,t1_h2h_total5_fl_match_win,t1_h2h_total5_fl_match_draw,t1_h2h_total5_fl_match_lost,t1_h2h_total10_fl_match_win,t1_h2h_total10_fl_match_draw,t1_h2h_total10_fl_match_lost,t2_h2h_total5_fl_match_win,t2_h2h_total5_fl_match_draw,t2_h2h_total5_fl_match_lost,t2_h2h_total10_fl_match_win,t2_h2h_total10_fl_match_draw,t2_h2h_total10_fl_match_lost,t1_h2h_home_total5_fl_match_win,t1_h2h_home_total5_fl_match_draw,t1_h2h_home_total5_fl_match_lost,t1_h2h_home_total10_fl_match_win,t1_h2h_home_total10_fl_match_draw,t1_h2h_home_total10_fl_match_lost,t2_h2h_away_total5_fl_match_win,t2_h2h_away_total5_fl_match_draw,t2_h2h_away_total5_fl_match_lost,t2_h2h_away_total10_fl_match_win,t2_h2h_away_total10_fl_match_draw,t2_h2h_away_total10_fl_match_lost,t1_fl_match_win
3258342,2021-07-21 17:00:00,2021-07-21,1,98,no_1st_division_2021,13,2,2,1,3,4,3,3,2,0,5,3,2,2,2,1,3,2,1,2,1,2,3,1,2,4,0,1,4,0,4,1,0,4,4,0,4,2,0,2,2,0,2,2,0,2,2,0,2,0
3258939,2021-07-21 17:00:00,2021-07-21,1,98,no_1st_division_2021,13,1,3,1,2,5,3,3,2,0,5,3,2,2,1,2,2,2,2,2,2,1,3,2,1,1,2,2,1,3,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3199369,2021-07-21 11:00:00,2021-07-21,1,895,jp_j.league_2021,22,3,1,1,3,2,5,3,2,0,5,3,2,2,0,3,2,2,3,2,1,2,5,3,2,2,1,2,4,1,5,2,1,2,5,1,4,1,0,4,1,1,4,4,0,1,4,1,1,0
3448155,2021-07-18 17:00:00,2021-07-18,1,126,no_eliteserien_2021,13,3,1,1,4,3,3,2,3,0,4,5,1,4,1,0,4,1,0,2,2,1,3,2,1,3,0,2,5,2,3,2,0,3,3,2,5,3,1,1,3,1,2,1,1,3,2,1,3,1
3156793,2021-07-18 16:30:00,2021-07-18,1,100,se_allsvenskan_2021,11,2,2,1,5,2,3,1,2,2,3,5,2,3,2,0,4,2,0,1,3,1,1,3,1,2,1,2,5,2,3,2,1,2,3,2,5,2,0,3,3,0,3,3,0,2,3,0,3,1
3156795,2021-07-18 14:00:00,2021-07-18,1,100,se_allsvenskan_2021,11,2,1,2,5,2,3,3,1,1,3,3,4,3,2,0,3,2,0,1,3,1,1,3,1,3,0,2,8,0,2,2,0,3,2,0,8,4,0,1,5,0,1,1,0,4,1,0,5,0
3390803,2021-07-18 00:30:00,2021-07-18,1,242,us_major_league_soccer_2021,-1,1,3,1,4,3,3,3,0,2,5,2,3,3,2,0,3,2,0,2,1,2,2,1,2,3,0,2,4,2,4,2,0,3,4,2,4,3,1,1,4,3,1,1,1,3,1,3,4,1
3390804,2021-07-18 00:30:00,2021-07-18,1,242,us_major_league_soccer_2021,-1,1,0,4,2,1,7,3,0,2,6,1,3,1,1,2,1,1,2,3,0,2,3,1,2,1,1,3,5,2,3,3,1,1,3,2,5,2,2,1,4,2,1,1,2,2,1,2,4,0
3579705,2021-07-18 00:30:00,2021-07-18,1,257,"py_primera_division,_apertura_2021",1,3,1,1,4,3,3,1,2,2,2,3,5,3,0,2,4,1,4,2,1,2,3,3,3,3,1,1,6,1,3,1,1,3,3,1,6,3,1,1,7,1,2,1,1,3,2,1,7,1
3564836,2021-07-17 23:00:00,2021-07-17,1,155,br_brasileiro_serie_a_2021,12,1,3,1,3,5,2,4,0,1,7,1,2,1,2,2,1,2,2,3,0,2,4,0,2,1,1,3,2,3,5,3,1,1,5,3,2,1,3,1,3,3,1,1,3,1,1,3,3,0
3448156,2021-07-17 17:00:00,2021-07-17,1,126,no_eliteserien_2021,13,3,1,1,4,3,3,1,3,1,4,3,3,2,2,0,2,2,0,2,1,2,2,1,3,3,0,2,5,2,3,2,0,3,3,2,5,3,1,1,3,1,1,1,1,3,1,1,3,1
3199365,2021-07-17 11:00:00,2021-07-17,1,895,jp_j.league_2021,20,1,3,1,4,5,1,1,2,2,3,2,5,3,1,1,6,2,1,2,2,1,6,3,1,1,2,2,3,4,3,2,2,1,3,4,3,1,3,1,1,3,1,1,3,1,1,3,1,1
3270703,2021-07-17 11:00:00,2021-07-17,1,410,jp_j.league_2_2021,23,4,1,0,8,2,0,5,0,0,8,1,1,5,0,0,9,0,1,3,1,1,5,4,1,1,0,2,1,0,2,2,0,1,2,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0
3270700,2021-07-17 10:00:00,2021-07-17,1,410,jp_j.league_2_2021,23,1,2,2,3,5,2,1,1,3,2,3,5,2,2,1,2,4,4,1,1,3,4,1,5,4,0,1,6,0,4,1,0,4,4,0,6,4,0,1,4,1,1,1,0,4,1,1,4,1
3270774,2021-07-17 10:00:00,2021-07-17,1,410,jp_j.league_2_2021,23,1,1,3,1,3,6,1,2,2,2,3,5,1,2,2,4,3,3,1,1,3,3,1,6,1,3,1,3,4,2,1,3,1,2,4,3,1,2,1,1,2,1,1,2,1,1,2,1,0
3761389,2021-07-16 18:45:00,2021-07-16,1,79,by_vysshaya_liga_2021,-1,1,1,3,3,4,3,3,0,2,7,0,3,2,2,1,3,2,2,4,0,1,4,2,1,2,1,2,3,3,4,2,1,2,4,3,3,2,2,1,5,2,1,1,2,2,1,2,5,0
3211691,2021-07-16 16:30:00,2021-07-16,1,189,fi_veikkausliiga_2021,15,2,3,0,5,3,2,1,1,3,2,1,7,3,1,1,4,1,1,2,0,3,2,0,3,3,1,1,6,1,3,1,1,3,3,1,6,3,0,2,3,2,4,2,0,3,4,2,3,0
3736516,2021-07-13 00:00:00,2021-07-13,1,881,bo_division_profesional_2021,8,2,0,3,2,1,4,4,1,0,5,1,0,2,1,1,2,1,1,2,1,0,2,1,0,1,0,4,2,1,7,4,0,1,7,1,2,3,0,2,4,0,2,2,0,3,2,0,4,1
3736164,2021-07-11 22:15:00,2021-07-11,1,881,bo_division_profesional_2021,8,2,0,3,4,0,3,3,1,1,3,1,3,2,0,1,2,0,1,1,0,3,1,0,3,1,1,3,2,1,7,3,1,1,7,1,2,1,0,4,1,0,4,4,0,1,4,0,1,0
3448153,2021-07-11 14:30:00,2021-07-11,1,126,no_eliteserien_2021,12,2,3,0,4,4,2,4,1,0,5,1,3,2,2,1,2,3,1,1,1,2,1,1,2,2,1,2,4,3,3,2,1,2,3,3,4,3,1,1,3,1,1,1,1,3,1,1,3,0
3270699,2021-07-11 11:00:00,2021-07-11,1,410,jp_j.league_2_2021,22,3,1,1,5,3,2,1,2,2,3,3,4,2,0,3,3,2,5,2,1,2,4,1,5,1,1,3,3,3,4,3,1,1,4,3,3,2,2,1,2,2,1,1,2,2,1,2,2,1
3270696,2021-07-11 10:00:00,2021-07-11,1,410,jp_j.league_2_2021,22,4,0,1,7,1,2,1,2,2,1,4,5,2,1,2,4,3,3,1,2,2,1,5,4,1,1,3,1,1,5,3,1,1,5,1,1,1,0,2,1,0,2,2,0,1,2,0,1,0
3736163,2021-07-10 22:00:00,2021-07-10,1,881,bo_division_profesional_2021,8,2,0,3,3,0,3,1,0,4,2,0,5,2,0,1,2,0,1,1,0,3,1,0,3,2,0,2,2,0,2,2,0,2,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,1
3390796,2021-07-08 01:00:00,2021-07-08,1,242,us_major_league_soccer_2021,-1,1,1,3,2,1,7,3,0,2,6,2,2,2,1,2,2,2,3,3,1,1,3,1,1,3,1,1,4,4,2,1,1,3,2,4,4,2,2,1,2,2,2,1,2,2,2,2,2,1
3728737,2021-07-07 23:00:00,2021-07-07,1,155,br_brasileiro_serie_a_2021,10,2,1,2,5,1,3,2,0,3,4,0,3,2,1,1,2,1,1,1,0,1,1,0,1,3,0,2,4,2,4,2,0,3,4,2,4,3,1,1,5,1,1,1,1,3,1,1,5,1
3565620,2021-07-06 23:00:00,2021-07-06,1,328,br_brasileiro_serie_b_2021,10,1,3,1,1,4,4,3,1,1,3,2,3,1,2,1,1,2,1,2,0,2,2,0,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0
3156786,2021-07-05 18:00:00,2021-07-05,1,100,se_allsvenskan_2021,9,2,2,1,5,2,1,2,0,3,2,1,5,3,1,0,3,1,0,1,0,3,1,0,3,3,1,1,8,1,1,1,1,3,1,1,8,4,0,1,5,0,1,1,0,4,1,0,5,1
3488129,2021-07-05 18:00:00,2021-07-05,1,1069,eg_premier_league_20-21,28,4,0,1,8,0,2,2,1,2,2,4,4,5,0,0,5,2,3,2,3,0,4,4,2,1,0,4,3,2,5,4,0,1,5,2,3,1,2,2,1,3,2,2,2,1,2,3,1,0
3390792,2021-07-05 03:30:00,2021-07-05,1,242,us_major_league_soccer_2021,-1,3,0,2,7,0,3,3,1,1,6,1,3,4,0,1,4,0,1,2,0,3,2,0,3,2,1,2,2,4,4,2,1,2,4,4,2,2,1,2,2,1,2,2,1,2,2,1,2,0
3448145,2021-07-04 19:00:00,2021-07-04,1,126,no_eliteserien_2021,11,2,1,2,3,2,4,2,2,1,5,3,2,3,1,0,3,1,0,3,1,1,3,1,1,3,0,2,5,3,2,2,0,3,2,3,5,4,0,1,4,1,1,1,0,4,1,1,4,0
3486806,2021-07-04 18:00:00,2021-07-04,1,1069,eg_premier_league_20-21,28,1,2,2,4,4,2,2,3,0,3,4,3,1,2,2,3,5,2,2,0,3,3,3,4,3,1,1,3,3,3,1,1,3,3,3,3,1,2,1,1,2,1,1,2,1,1,2,1,0
3156785,2021-07-04 14:00:00,2021-07-04,1,100,se_allsvenskan_2021,9,1,3,1,1,3,4,2,2,1,4,2,2,1,0,3,1,0,3,1,0,2,1,0,2,2,0,3,2,2,6,3,0,2,6,2,2,1,1,3,1,2,3,3,1,1,3,2,1,1
3156687,2021-07-03 14:00:00,2021-07-03,1,100,se_allsvenskan_2021,9,2,1,2,3,2,3,4,1,0,6,2,1,2,2,0,2,2,0,2,1,1,2,1,1,1,3,1,2,3,5,1,3,1,5,3,2,1,2,2,2,2,2,2,2,1,2,2,2,1
3448139,2021-07-03 14:00:00,2021-07-03,1,126,no_eliteserien_2021,11,2,1,2,5,2,3,2,1,2,5,1,4,4,0,1,5,1,1,2,0,3,2,0,3,4,0,1,4,0,4,1,0,4,4,0,4,2,0,2,2,0,2,2,0,2,2,0,2,0
3199653,2021-07-03 11:00:00,2021-07-03,1,895,jp_j.league_2021,21,1,0,4,2,1,7,4,1,0,8,1,1,1,0,4,3,0,6,4,0,1,5,1,2,1,3,1,3,3,4,1,3,1,4,3,3,2,0,2,2,0,2,2,0,2,2,0,2,0
3270690,2021-07-03 10:30:00,2021-07-03,1,410,jp_j.league_2_2021,21,2,3,0,6,4,0,4,0,1,6,1,3,3,2,0,6,3,1,4,0,1,6,0,4,2,0,3,3,1,6,3,0,2,6,1,3,2,1,2,2,1,2,2,1,2,2,1,2,0
3199656,2021-07-03 10:00:00,2021-07-03,1,895,jp_j.league_2021,21,3,1,1,4,4,2,1,3,1,2,5,3,2,3,0,4,4,1,1,2,2,2,3,5,1,2,2,4,3,3,2,2,1,3,3,4,2,1,2,2,1,2,2,1,2,2,1,2,1
3395721,2021-07-01 19:00:00,2021-07-01,1,126,no_eliteserien_2021,10,2,2,1,4,4,2,2,1,2,2,3,3,1,3,1,1,3,1,2,1,1,2,1,1,1,3,1,3,3,4,1,3,1,4,3,3,1,3,1,2,3,1,1,3,1,1,3,2,1
3211684,2021-06-30 16:30:00,2021-06-30,1,189,fi_veikkausliiga_2021,13,3,0,2,7,0,3,3,2,0,4,2,2,5,0,0,5,0,0,1,1,1,1,1,1,2,2,1,4,3,3,1,2,2,3,3,4,3,1,1,3,2,2,1,1,3,2,2,3,0
3211732,2021-06-30 16:30:00,2021-06-30,1,189,fi_veikkausliiga_2021,13,3,1,1,4,3,1,5,0,0,9,1,0,2,1,1,2,1,1,4,1,0,4,1,0,1,1,3,2,3,5,3,1,1,5,3,2,2,2,1,2,3,1,1,2,2,1,3,2,0
3564824,2021-06-27 20:00:00,2021-06-27,1,155,br_brasileiro_serie_a_2021,7,2,2,1,2,3,1,2,2,1,2,2,2,2,0,0,2,0,0,1,2,0,1,2,0,4,0,1,6,0,4,1,0,4,4,0,6,4,0,1,5,1,1,1,0,4,1,1,5,0
3309530,2021-06-27 18:00:00,2021-06-27,1,79,by_vysshaya_liga_2021,14,5,0,0,8,1,1,2,1,2,3,3,4,5,0,0,8,0,0,1,2,2,2,2,3,2,2,1,5,3,2,1,2,2,2,3,5,2,2,1,3,4,1,1,2,2,1,4,3,1
3488125,2021-06-27 18:00:00,2021-06-27,1,1069,eg_premier_league_20-21,27,2,3,0,4,5,1,4,0,1,7,1,2,3,2,0,3,7,0,2,2,1,3,3,4,2,2,1,3,4,3,1,2,2,3,4,3,1,2,2,1,3,2,2,2,1,2,3,1,0
3258337,2021-06-27 14:00:00,2021-06-27,1,98,no_1st_division_2021,8,2,3,0,2,3,2,2,1,2,3,2,2,1,1,1,1,1,1,1,0,2,1,0,2,1,3,1,1,4,5,1,3,1,5,4,1,1,1,3,1,2,3,3,1,1,3,2,1,0
3270686,2021-06-27 11:00:00,2021-06-27,1,410,jp_j.league_2_2021,20,2,1,2,5,2,3,2,1,2,2,3,5,2,0,3,2,2,5,2,1,2,3,2,4,3,0,2,5,1,4,2,0,3,4,1,5,2,0,3,2,0,3,3,0,2,3,0,2,1
3199649,2021-06-27 10:30:00,2021-06-27,1,895,jp_j.league_2021,20,1,2,2,5,3,2,3,1,1,5,3,2,3,2,0,5,3,2,2,1,2,3,2,4,1,2,2,4,3,2,2,2,1,2,3,4,1,2,1,1,2,1,1,2,1,1,2,1,1
3671592,2021-06-27 08:05:00,2021-06-27,1,1727,au_a-league_20-21,1,2,1,2,6,2,2,5,0,0,7,2,1,3,1,1,8,1,1,3,1,1,4,4,2,2,1,2,3,1,6,2,1,2,6,1,3,2,0,3,3,1,5,3,0,2,5,1,3,1
3270682,2021-06-26 10:30:00,2021-06-26,1,410,jp_j.league_2_2021,20,2,3,0,6,4,0,3,0,2,5,1,4,3,2,0,5,3,1,3,1,1,5,3,2,2,2,1,3,4,3,1,2,2,3,4,3,3,1,1,3,2,1,1,1,3,1,2,3,1
3564438,2021-06-25 23:00:00,2021-06-25,1,328,br_brasileiro_serie_b_2021,7,2,2,1,2,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,0,2,2,0,2,2,0,2,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,0
3564704,2021-06-24 23:00:00,2021-06-24,1,155,br_brasileiro_serie_a_2021,6,1,2,2,1,2,2,3,1,1,3,1,1,1,0,1,1,0,1,2,0,0,2,0,0,1,1,3,1,1,4,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3395710,2021-06-24 17:00:00,2021-06-24,1,126,no_eliteserien_2021,9,3,1,1,6,2,1,3,1,1,6,2,1,4,1,0,4,1,0,2,2,0,2,2,0,2,0,3,3,0,6,3,0,2,6,0,3,1,0,3,1,0,3,3,0,1,3,0,1,0
3395712,2021-06-24 17:00:00,2021-06-24,1,126,no_eliteserien_2021,9,1,2,2,2,2,3,2,0,3,2,0,4,2,1,0,2,1,0,1,0,1,1,0,1,2,1,2,5,1,2,2,1,2,2,1,5,3,0,1,3,0,1,1,0,3,1,0,3,1
3390771,2021-06-24 01:30:00,2021-06-24,1,242,us_major_league_soccer_2021,-1,3,1,1,5,2,3,4,0,1,5,1,2,3,2,0,3,2,0,2,1,1,2,1,1,2,2,1,3,3,4,1,2,2,4,3,3,3,0,2,4,0,3,2,0,3,3,0,4,1
3390078,2021-06-24 00:30:00,2021-06-24,1,242,us_major_league_soccer_2021,-1,3,2,0,4,3,2,3,0,2,4,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,3,2,3,5,3,1,1,5,3,2,3,1,1,4,1,1,1,1,3,1,1,4,1
3199645,2021-06-23 11:00:00,2021-06-23,1,895,jp_j.league_2021,19,3,1,1,7,2,1,1,4,0,5,4,1,4,1,0,6,3,0,2,3,0,3,4,2,2,2,1,4,3,3,1,2,2,3,3,4,2,2,1,3,2,1,1,2,2,1,2,3,1
3565617,2021-06-22 23:00:00,2021-06-22,1,328,br_brasileiro_serie_b_2021,6,2,2,1,2,2,1,1,1,2,1,1,2,2,0,0,2,0,0,1,0,1,1,0,1,2,0,2,2,0,2,2,0,2,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,1
3258897,2021-06-22 17:00:00,2021-06-22,1,98,no_1st_division_2021,7,2,0,3,2,1,3,3,1,1,4,1,1,1,0,1,1,0,1,2,1,0,2,1,0,2,0,2,2,0,2,2,0,2,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,1
3607266,2021-06-20 20:00:00,2021-06-20,1,221,es_laliga_2_20-21,1,3,2,0,8,2,0,3,0,2,5,2,3,5,0,0,8,1,1,3,1,1,5,3,2,2,1,2,2,1,4,2,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0
3395709,2021-06-20 19:00:00,2021-06-20,1,126,no_eliteserien_2021,8,2,2,1,3,3,2,4,0,1,6,1,1,1,2,1,1,2,1,2,0,1,2,0,1,1,3,1,1,6,2,1,3,1,2,6,1,1,3,1,1,3,1,1,3,1,1,3,1,0
3270677,2021-06-20 10:00:00,2021-06-20,1,410,jp_j.league_2_2021,19,2,0,3,4,1,5,4,1,0,6,2,2,2,1,2,4,1,4,2,2,1,3,5,1,2,2,1,4,4,2,1,2,2,2,4,4,3,1,1,3,1,1,1,1,3,1,1,3,0
3270674,2021-06-19 11:00:00,2021-06-19,1,410,jp_j.league_2_2021,19,5,0,0,7,2,1,1,3,1,4,3,3,5,0,0,7,0,2,3,1,1,5,2,2,3,0,1,3,0,1,1,0,3,1,0,3,1,0,1,1,0,1,1,0,1,1,0,1,1
3270675,2021-06-19 11:00:00,2021-06-19,1,410,jp_j.league_2_2021,19,2,2,1,3,3,4,2,3,0,6,4,0,1,2,2,3,3,3,3,2,0,6,2,1,1,3,1,2,6,2,1,3,1,2,6,2,1,3,1,1,3,2,1,3,1,2,3,1,0
3270676,2021-06-19 11:00:00,2021-06-19,1,410,jp_j.league_2_2021,19,2,1,2,4,1,5,2,1,2,4,3,3,1,0,4,1,1,6,1,2,2,4,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,0,1,1,0,1,1,0,1,1,0,1,1
3312421,2021-06-18 16:00:00,2021-06-18,1,79,by_vysshaya_liga_2021,13,1,2,2,2,4,4,5,0,0,10,0,0,2,3,0,2,3,0,4,0,0,4,0,0,1,0,4,3,1,6,4,0,1,6,1,3,1,0,4,1,0,6,4,0,1,6,0,1,0
3448173,2021-06-16 17:00:00,2021-06-16,1,126,no_eliteserien_2021,16,3,1,1,4,2,1,1,3,1,1,3,1,2,0,1,2,0,1,1,1,0,1,1,0,2,2,1,2,4,4,1,2,2,4,4,2,2,2,1,2,3,1,1,2,2,1,3,2,1
3620012,2021-06-14 16:30:00,2021-06-14,1,189,fi_veikkausliiga_2021,1,3,0,2,3,1,3,5,0,0,6,0,1,1,1,1,1,1,1,2,0,1,2,0,1,3,0,2,7,0,3,2,0,3,3,0,7,4,0,1,5,2,1,1,0,4,1,2,5,1
3308855,2021-06-13 15:00:00,2021-06-13,1,79,by_vysshaya_liga_2021,12,1,1,3,3,1,6,1,2,2,3,5,2,1,0,4,1,0,4,2,2,1,3,2,1,1,1,3,2,2,6,3,1,1,6,2,2,2,1,2,2,1,2,2,1,2,2,1,2,0
3602904,2021-06-13 06:05:00,2021-06-13,1,1727,au_a-league_20-21,14,3,0,2,4,2,4,2,1,2,2,4,4,3,1,1,3,5,2,1,1,3,4,1,5,2,0,3,4,0,6,3,0,2,6,0,4,3,0,2,5,0,5,2,0,3,5,0,5,0
3270670,2021-06-13 06:00:00,2021-06-13,1,410,jp_j.league_2_2021,18,3,1,1,5,3,2,2,2,1,4,3,3,3,1,1,3,1,4,2,2,1,3,2,3,3,1,1,5,2,3,1,1,3,3,2,5,2,1,2,2,1,2,2,1,2,2,1,2,1
3258334,2021-06-12 17:00:00,2021-06-12,1,98,no_1st_division_2021,5,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,0,1,0,1,1,0,1,3,0,1,3,0,1,1,0,3,1,0,3,1,0,1,1,0,1,1,0,1,1,0,1,1
3607664,2021-06-11 21:15:00,2021-06-11,1,243,uy_primera_division_2021,5,2,0,2,2,0,2,2,2,0,2,2,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
3600712,2021-06-11 00:05:00,2021-06-11,1,254,"co_primera_a_2021,_apertura",2,1,2,2,3,4,3,2,1,2,4,4,2,3,1,1,7,2,1,2,3,0,3,5,2,2,1,2,5,3,2,2,1,2,2,3,5,2,1,2,5,1,2,2,1,2,2,1,5,0
3270664,2021-06-06 06:00:00,2021-06-06,1,410,jp_j.league_2_2021,17,3,2,0,5,3,2,3,1,1,5,2,3,1,2,2,1,3,3,2,2,1,3,4,1,1,1,3,2,4,4,3,1,1,4,4,2,2,1,2,2,1,3,2,1,2,3,1,2,0
3270666,2021-06-06 06:00:00,2021-06-06,1,410,jp_j.league_2_2021,17,1,2,2,1,6,3,3,2,0,8,2,0,2,2,1,2,2,3,4,1,0,6,1,1,2,1,2,4,1,3,2,1,2,3,1,4,2,0,2,2,0,2,2,0,2,2,0,2,0
2871386,2021-06-05 14:00:00,2021-06-05,1,1036,za_premier_soccer_league_20-21,-1,4,1,0,6,3,1,1,2,2,4,4,2,2,2,1,5,4,1,1,3,1,2,5,3,2,1,2,3,1,5,2,1,2,5,1,3,1,1,3,1,1,3,3,1,1,3,1,1,1
3270769,2021-06-05 06:00:00,2021-06-05,1,410,jp_j.league_2_2021,17,1,2,2,3,3,4,2,2,1,5,2,3,2,2,1,3,3,2,3,2,0,5,2,1,2,0,3,3,1,4,3,0,2,4,1,3,1,1,2,1,1,2,2,1,1,2,1,1,0
3270802,2021-06-05 05:30:00,2021-06-05,1,410,jp_j.league_2_2021,17,2,1,2,4,2,4,1,2,2,3,3,4,2,0,3,2,2,4,2,0,3,2,1,4,1,1,3,2,4,4,3,1,1,4,4,2,2,2,1,2,2,1,1,2,2,1,2,2,0
3199362,2021-06-02 11:00:00,2021-06-02,1,895,jp_j.league_2021,19,1,2,2,2,6,2,2,0,3,3,2,5,1,4,0,2,5,1,1,1,3,1,2,4,1,0,4,2,1,7,4,0,1,7,1,2,1,0,4,1,0,4,4,0,1,4,0,1,0
3390075,2021-05-31 00:00:00,2021-05-31,1,242,us_major_league_soccer_2021,-1,3,1,1,3,2,2,3,0,2,3,0,3,1,1,2,1,1,2,1,0,2,1,0,2,1,0,4,1,0,4,4,0,1,4,0,1,1,0,2,1,0,2,2,0,1,2,0,1,1
2937365,2021-05-30 20:00:00,2021-05-30,1,221,es_laliga_2_20-21,42,1,0,4,2,3,5,4,1,0,6,2,2,1,2,2,4,4,2,1,2,2,4,2,4,1,0,4,1,0,4,4,0,1,4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0
3570855,2021-05-30 20:00:00,2021-05-30,1,214,pe_primera_division_21-22,1,2,0,1,7,0,1,4,0,0,6,1,2,4,0,0,4,0,0,3,1,1,3,1,1,3,1,1,8,1,1,1,1,3,1,1,8,4,0,1,7,2,1,1,0,4,1,2,7,0
3181024,2021-05-30 19:00:00,2021-05-30,1,1092,sa_saudi_prof._league_20-21,30,3,1,1,6,3,1,3,2,0,6,3,1,4,1,0,7,2,1,3,2,0,5,4,1,2,2,1,6,3,1,1,2,2,1,3,6,2,2,1,3,2,1,1,2,2,1,2,3,0
3181025,2021-05-30 19:00:00,2021-05-30,1,1092,sa_saudi_prof._league_20-21,30,2,0,3,5,1,4,3,1,1,5,1,4,1,1,3,2,2,6,4,0,1,5,2,3,2,2,1,3,3,4,1,2,2,4,3,3,1,3,1,1,3,2,1,3,1,2,3,1,0
3488115,2021-05-30 16:00:00,2021-05-30,1,1069,eg_premier_league_20-21,25,2,2,0,3,5,1,2,3,0,3,5,2,3,1,0,3,6,0,2,2,1,3,3,4,1,2,2,3,4,3,2,2,1,3,4,3,1,2,2,2,3,2,2,2,1,2,3,2,0
3309099,2021-05-30 12:00:00,2021-05-30,1,79,by_vysshaya_liga_2021,11,2,2,1,5,3,2,1,2,2,3,4,3,3,1,0,3,1,0,2,1,2,2,1,2,3,0,2,7,0,3,2,0,3,3,0,7,4,0,1,4,0,1,1,0,4,1,0,4,1
3270800,2021-05-30 09:00:00,2021-05-30,1,410,jp_j.league_2_2021,16,1,2,2,3,3,4,2,1,2,3,1,6,1,3,1,1,4,3,2,0,3,3,0,4,1,1,3,2,3,5,3,1,1,5,3,2,1,2,2,1,2,3,2,2,1,3,2,1,0
3199627,2021-05-30 06:00:00,2021-05-30,1,895,jp_j.league_2021,17,2,0,3,3,1,6,2,2,1,2,3,5,2,0,3,5,0,4,2,2,1,4,4,2,2,2,1,5,3,2,1,2,2,2,3,5,3,1,1,3,1,2,1,1,3,2,1,3,0
3199626,2021-05-30 05:00:00,2021-05-30,1,895,jp_j.league_2021,17,3,1,1,6,3,1,1,1,3,1,4,5,3,2,0,5,3,0,1,2,2,2,2,4,2,0,3,5,1,4,3,0,2,4,1,5,1,1,3,1,1,3,3,1,1,3,1,1,1
3270768,2021-05-30 04:00:00,2021-05-30,1,410,jp_j.league_2_2021,16,2,2,1,4,3,3,1,1,3,2,2,6,3,2,0,3,3,1,1,2,2,3,3,2,1,3,1,1,5,3,1,3,1,3,5,1,1,3,1,1,3,1,1,3,1,1,3,1,0
3390750,2021-05-29 18:00:00,2021-05-29,1,242,us_major_league_soccer_2021,-1,2,0,3,2,0,4,3,2,0,3,3,0,2,0,1,2,0,1,1,1,0,1,1,0,2,1,2,4,2,4,2,1,2,4,2,4,3,1,1,4,1,2,1,1,3,2,1,4,1
3470737,2021-05-29 17:30:00,2021-05-29,1,613,ie_premiership_20-21,5,2,1,2,5,2,3,1,2,2,5,3,2,2,1,2,4,1,2,1,3,1,3,3,3,1,0,4,1,1,8,4,0,1,8,1,1,1,1,3,3,1,6,3,1,1,6,1,3,0
3562707,2021-05-29 17:30:00,2021-05-29,1,221,es_laliga_2_20-21,42,1,1,3,2,4,4,2,2,1,3,4,3,1,2,2,5,3,2,1,2,2,1,6,3,1,0,4,3,1,6,4,0,1,6,1,3,3,0,2,3,0,2,2,0,3,2,0,3,0
2765312,2021-05-29 16:00:00,2021-05-29,1,178,cz_1._liga_20-21,34,1,3,1,2,4,4,1,0,4,2,3,5,1,3,1,4,5,1,3,1,1,3,4,3,1,0,4,3,1,5,4,0,1,5,1,3,3,0,1,3,0,1,1,0,3,1,0,3,0
